Postal Code	x	y	inseecode	place	population	density
34600	-0.13861217	0.7054277	34211	Le Poujol-sur-Orb	905	198
34700	-0.13460514	0.70807105	34212	Poujols	127	44
34560	-0.1311142	0.70259655	34213	Poussan	3505	117
34480	-0.13614327	0.7033086	34214	Pouzolles	762	76
34230	-0.13288572	0.7051883	34215	Pouzols	436	147
34600	-0.13765009	0.7061662	34216	Le Pradal	178	47
34730	-0.12808935	0.7059881	34217	Prades-le-Lez	3604	406
34360	-0.13978826	0.7032553	34218	Prades-sur-Vernazobre	211	11
34390	-0.1414578	0.70497096	34219	Prémian	407	24
34700	-0.13497858	0.70695186	34220	Le Puech	135	9
34150	-0.1311816	0.7067073	34221	Puéchabon	273	9
34230	-0.13300736	0.7043264	34222	Puilacher	132	49
34480	-0.13710615	0.70256865	34223	Puimisson	738	116
34480	-0.1366453	0.70279497	34224	Puissalicon	802	61
34620	-0.13937138	0.7017277	34225	Puisserguier	2432	86
34310	-0.14025316	0.70156485	34226	Quarante	1509	50
34160	-0.12596186	0.70599365	34227	Restincliéres	781	120
34220	-0.14280707	0.7031207	34228	Rieussec	54	2
34220	-0.14217164	0.70449156	34229	Riols	655	12
34520	-0.13527289	0.70934004	34230	Les Rives	102	4
34650	-0.13573073	0.7091128	34231	Romiguiéres	16	5
34460	-0.13924213	0.7040542	34232	Roquebrun	550	14
34650	-0.13598053	0.70885575	34233	Roqueredonde	169	7
34320	-0.13660511	0.70454794	34234	Roquessels	123	14
34610	-0.13915418	0.70609426	34235	Rosis	257	5
34320	-0.13564171	0.7038226	34237	Roujan	1366	80
34725	-0.13280463	0.7057629	34239	Saint-André-de-Sangonis	3472	177
34130	-0.12699111	0.70466787	34240	Saint-Aunés	2027	165
34230	-0.13225855	0.7051	34241	Saint-Bauzille-de-la-Sylve	602	70
34160	-0.12688959	0.7069969	34242	Saint-Bauzille-de-Montmel	479	22
34190	-0.12928408	0.70966756	34243	Saint-Bauzille-de-Putois	1021	56
34670	-0.12618192	0.7051447	34244	Saint-Brés	1958	403
34360	-0.14029245	0.70274365	34245	Saint-Chinian	1705	73
34400	-0.12529689	0.7061976	34246	Saint-Christol	1076	95
34160	-0.1265497	0.70636535	34249	Saint-Drézéry	1329	127
34390	-0.14124869	0.7049396	34250	Saint-étienne-d'Albagnan	253	11
34700	-0.1339799	0.7079816	34251	Saint-étienne-de-Gourgas	253	13
34260	-0.13798344	0.7068016	34252	Saint-étienne-Estréchoux	291	81
34520	-0.13485663	0.7092801	34253	Saint-Félix-de-l'Héras	35	3
34725	-0.13343136	0.7058516	34254	Saint-Félix-de-Lodez	600	137
34980	-0.1289248	0.70610225	34255	Saint-Gély-du-Fesc	5936	360
34160	-0.12600036	0.70570606	34256	Saint-Geniés-des-Mourgues	1415	124
34610	-0.13902679	0.7069554	34257	Saint-Geniés-de-Varensal	207	16
34680	-0.12933098	0.70469344	34259	Saint-Georges-d'Orques	3567	383
34610	-0.13865182	0.7066067	34260	Saint-Gervais-sur-Mare	813	33
34150	-0.13197602	0.70711154	34261	Saint-Guilhem-le-Désert	190	5
34725	-0.13334985	0.7064263	34262	Saint-Guiraud	171	28
34160	-0.12609357	0.70659685	34263	Saint-Hilaire-de-Beauvoir	167	36
34380	-0.1309008	0.70871955	34264	Saint-Jean-de-Buéges	124	7
34160	-0.12634093	0.70633733	34265	Saint-Jean-de-Cornies	344	111
34270	-0.12838927	0.70690763	34266	Saint-Jean-de-Cuculles	239	26
34150	-0.13205674	0.7065368	34267	Saint-Jean-de-Fos	1011	71
34700	-0.13372652	0.70677286	34268	Saint-Jean-de-la-Blaquiére	338	20
34360	-0.14184561	0.702389	34269	Saint-Jean-de-Minervois	135	4
34430	-0.12878203	0.70403254	34270	Saint-Jean-de-Védas	5390	418
34390	-0.14032668	0.7053884	34271	Saint-Julien	192	10
34400	-0.12507018	0.7047037	34272	Saint-Just	1568	258
34390	-0.13944809	0.70555115	34273	Saint-Martin-de-l'Aréon	103	24
34380	-0.1295618	0.70765465	34274	Saint-Martin-de-Londres	1623	42
34270	-0.12814136	0.7071668	34276	Saint-Mathieu-de-Tréviers	2623	120
34520	-0.13235848	0.7089241	34277	Saint-Maurice-Navacelles	119	2
34520	-0.13377488	0.7094182	34278	Saint-Michel	35	1
34490	-0.13840486	0.7039309	34279	Saint-Nazaire-de-Ladarez	361	13
34400	-0.12489917	0.70438826	34280	Saint-Nazaire-de-Pézan	469	83
34230	-0.1328791	0.7037223	34281	Saint-Pargoire	1252	53
34570	-0.13075502	0.7051829	34282	Saint-Paul-et-Valmalle	593	47
34520	-0.13352214	0.7082095	34283	Saint-Pierre-de-la-Fage	76	4
34230	-0.13291958	0.703435	34285	Saint-Pons-de-Mauchiens	399	29
34700	-0.13360392	0.70763475	34286	Saint-Privat	197	7
34400	-0.12508804	0.70616984	34288	Saint-Seriés	448	98
34630	-0.1344621	0.7016026	34289	Saint-Thibéry	2076	112
34800	-0.13518485	0.7055156	34292	Salasc	141	16
34400	-0.12491742	0.7058544	34294	Saturargues	461	77
34570	-0.12920064	0.7040898	34295	Saussan	1166	324
34270	-0.127151	0.7082039	34297	Sauteyrargues	187	15
34410	-0.13659899	0.7001506	34298	Sauvian	3178	243
34410	-0.13643016	0.69983333	34299	Sérignan	5173	188
34290	-0.13588955	0.7020998	34300	Servian	3056	75
34200	-0.13110375	0.70113087	34301	Séte	41510	1715
34210	-0.1441168	0.7015595	34302	Siran	544	26
34520	-0.13348483	0.7099634	34303	Sorbs	39	2
34700	-0.13439673	0.70804113	34304	Soubés	616	50
34330	-0.14287776	0.7054787	34305	Le Soulié	119	3
34700	-0.13427046	0.7074367	34306	Soumont	126	11
34160	-0.1264182	0.7057621	34307	Sussargues	1718	265
34600	-0.13790096	0.7059098	34308	Taussac-la-Billiére	330	23
34820	-0.12750167	0.70561546	34309	Teyran	3469	346
34490	-0.13756719	0.7023426	34310	Thézan-lés-Béziers	2008	147
34120	-0.13475884	0.70252377	34311	Tourbes	1022	64
34260	-0.13719052	0.70639235	34312	La Tour-sur-Orb	1039	34
34230	-0.13300736	0.7043264	34313	Tressan	299	76
34270	-0.12801106	0.7065632	34314	Le Triadou	262	42
34700	-0.1338943	0.70708984	34316	Usclas-du-Bosc	57	13
34520	-0.13310537	0.7081504	34317	La Vacquerie-et-Saint-Martin-de-Castries	103	2
34320	-0.1355591	0.7043969	34319	Vailhan	132	12
34570	-0.1300484	0.70567095	34320	Vailhauqués	1317	82
34130	-0.12565924	0.7050748	34321	Valergues	936	180
34270	-0.12785444	0.7077135	34322	Valflaunés	604	29
34800	-0.13543516	0.70525837	34323	Valmascle	41	6
34350	-0.13651286	0.6992594	34324	Valras-Plage	3043	1295
34290	-0.13505055	0.70197946	34325	Valros	1021	154
34220	-0.1428939	0.702547	34326	Vélieux	34	3
34740	-0.12695235	0.70495546	34327	Vendargues	4257	474
34230	-0.13213009	0.7044959	34328	Vendémian	589	35
34350	-0.13731265	0.6996679	34329	Vendres	1230	33
34400	-0.1251263	0.7058822	34330	Vérargues	524	95
34220	-0.14334835	0.7037896	34331	Verreries-de-Moussans	106	6
34450	-0.13470723	0.6998796	34332	Vias	3517	108
34110	-0.12943701	0.7023652	34333	Vic-la-Gardiole	1607	87
34390	-0.13957566	0.70469016	34334	Vieussan	256	9
34420	-0.13655755	0.7004378	34336	Villeneuve-lés-Béziers	2972	172
34800	-0.13393089	0.7053364	34338	Villeneuvette	83	26
34360	-0.14100687	0.7022634	34339	Villespassans	124	9
34400	-0.124461524	0.7060867	34340	Villetelle	507	95
34560	-0.13191248	0.70300066	34341	Villeveyrac	1842	50
34380	-0.13005838	0.7071371	34343	Viols-le-Fort	670	40
34280	-0.12568006	0.7033213	34344	La Grande Motte	5016	474
34300	-0.1334862	0.69941384	34902	Le Cap d'Agde	0	0
34110	-0.13043424	0.7013311	34923	La Peyrade	0	0
34280	-0.12701412	0.7029144	34926	Carnon-Plage	0	0
34610	-0.13902679	0.7069554	34927	Plaisance	0	0
35690	-0.17944193	0.7933921	35001	Acigné	4361	148
35150	-0.17935209	0.7909892	35002	Amanlis	1344	53
35250	-0.1794081	0.7963661	35003	Andouillé-Neuville	423	34
35560	-0.17773655	0.79869753	35004	Antrain	1489	160
35130	-0.17749812	0.7894113	35005	Arbrissel	223	48
35370	-0.17531617	0.79134417	35006	Argentré-du-Plessis	3329	80
35250	-0.17997447	0.7964858	35007	Aubigné	237	108
35130	-0.17623839	0.7897469	35008	Availles-sur-Seiche	425	38
35120	-0.18081938	0.80084103	35009	Baguer-Morvan	1306	57
35120	-0.17981954	0.8009262	35010	Baguer-Pican	980	63
35460	-0.17696346	0.79674786	35011	Baillé	285	54
35470	-0.1822373	0.7886172	35012	Bain-de-Bretagne	5257	81
35600	-0.18711329	0.78727937	35013	Bains-sur-Oust	2815	63
35680	-0.17701246	0.7907999	35014	Bais	1821	52
35500	-0.17534384	0.7931363	35015	Balazé	1711	47
35580	-0.18454035	0.79179454	35016	Baulon	1132	45
35190	-0.18293235	0.79741573	35017	La Baussaine	447	46
35560	-0.17898658	0.7983641	35019	Bazouges-la-Pérouse	1951	34
35630	-0.1814235	0.79709214	35020	Bazouges-sous-Hédé	0	0
35133	-0.17456798	0.795955	35021	Beaucé	1055	129
35190	-0.18355966	0.79725254	35022	Bécherel	599	1051
35137	-0.18399091	0.79525673	35023	Bédée	2970	76
35830	-0.18058653	0.79452825	35024	Betton	7013	262
35133	-0.17568919	0.7952922	35025	Billé	824	49
35750	-0.18631913	0.79456884	35026	Bléruais	62	19
35360	-0.1853761	0.7952587	35027	Boisgervilly	1174	59
35150	-0.17852105	0.7902194	35028	Boistrudan	501	39
35270	-0.18087526	0.79965967	35029	Bonnemain	1177	50
35320	-0.18116406	0.7889861	35030	La Bosse-de-Bretagne	388	38
35340	-0.178126	0.7940106	35031	La Bouexiére	3027	61
35230	-0.1808718	0.7913092	35032	Bourgbarré	2004	141
35890	-0.18263431	0.7904908	35033	Bourg-des-Comptes	1727	74
35120	-0.17956503	0.8002757	35034	La Boussac	909	41
35330	-0.18523324	0.7913476	35035	Bovel	312	21
35660	-0.1852046	0.78686607	35036	Brain-sur-Vilaine	0	0
35310	-0.18353587	0.7927716	35037	Bréal-sous-Montfort	3399	101
35370	-0.17425	0.79172146	35038	Bréal-sous-Vitré	496	86
35530	-0.17893331	0.7929874	35039	Brécé	1128	158
35160	-0.18354656	0.79456407	35040	Breteil	2788	190
35150	-0.18010212	0.7902525	35041	Brie	576	42
35370	-0.17473136	0.7903313	35042	Brielles	484	42
35220	-0.17811546	0.7931143	35043	Broons-sur-Vilaine	0	0
35120	-0.17955852	0.7993796	35044	Broualan	279	22
35550	-0.18610786	0.7891498	35045	Bruc-sur-Aff	778	37
35330	-0.18605062	0.790331	35046	Les Brulais	387	32
35170	-0.18226929	0.7922021	35047	Bruz	8114	271
35330	-0.18548493	0.7911037	35048	Campel	396	36
35260	-0.18101934	0.8035694	35049	Cancale	4910	389
35190	-0.18286647	0.7968048	35050	Cardroc	376	51
35510	-0.18022986	0.7934092	35051	Cesson-Sévigné	12708	395
35500	-0.17691894	0.7931635	35052	Champeaux	390	40
35680	-0.17809309	0.791322	35053	Chancé	209	40
35150	-0.18099251	0.7907383	35054	Chanteloup	943	54
35135	-0.18057014	0.7927359	35055	Chantepie	5898	492
35330	-0.18472494	0.7909394	35057	La Chapelle-Bouexic	670	32
35630	-0.1825503	0.79643834	35058	La Chapelle-Chaussée	624	42
35360	-0.18443446	0.7959495	35060	La Chapelle-du-Lou	384	53
35500	-0.1745129	0.79237056	35061	La Chapelle-Erbrée	465	39
35133	-0.17375398	0.796086	35062	La Chapelle-Janson	1244	46
35140	-0.17613801	0.7959807	35063	La Chapelle-Saint-Aubert	387	40
35590	-0.18322943	0.7941974	35065	La Chapelle-Thouarault	1975	259
35131	-0.18163939	0.7923662	35066	Chartres-de-Bretagne	5543	557
35250	-0.17939976	0.79546994	35067	Chasné-sur-Illet	882	93
35220	-0.17798541	0.79278934	35068	Chéteaubourg	4056	142
35410	-0.17936245	0.7918853	35069	Chéteaugiron	4166	479
35210	-0.17497844	0.79395455	35072	Chétillon-en-Vendelais	1526	48
35113	-0.17847292	0.79140115	35074	Chaumeré	0	0
35490	-0.17778738	0.7975159	35075	Chauvigné	566	32
35310	-0.18258776	0.7925683	35076	Chavagne	2844	229
35640	-0.17684034	0.7877865	35077	Chelun	270	24
35120	-0.17963752	0.8017823	35078	Cherrueix	983	77
35250	-0.18027651	0.7950588	35079	Chevaigné	1335	129
35310	-0.18335202	0.793627	35080	Cintré	1170	142
35590	-0.18285644	0.79501235	35081	Clayes	401	94
35134	-0.17919955	0.78887135	35082	Coésmes	1078	46
35460	-0.17635897	0.7987079	35083	Coglés	609	35
35330	-0.18668309	0.7901703	35084	Comblessac	497	29
35270	-0.18086974	0.79876363	35085	Combourg	4843	76
35210	-0.17574815	0.79500645	35086	Combourtillé	363	39
35500	-0.17696594	0.7919817	35087	Cornillé	572	46
35150	-0.18055215	0.79094344	35088	Corps-Nuds	2154	95
35320	-0.17996137	0.7890308	35089	La Couyére	360	31
35320	-0.18168366	0.79028857	35090	Crévin	1247	150
35290	-0.1860076	0.7959936	35091	Le Crouais	356	57
35270	-0.17961897	0.79909426	35092	Cuguen	673	29
35800	-0.18363847	0.80324006	35093	Dinard	9918	1265
35440	-0.1807361	0.79754204	35094	Dingé	1265	24
35120	-0.18038288	0.8010462	35095	Dol-de-Bretagne	4629	298
35113	-0.17791472	0.79217875	35096	Domagné	1499	52
35680	-0.17669125	0.79043597	35097	Domalain	1382	41
35390	-0.18247965	0.787476	35098	La Dominelais	829	26
35210	-0.17461339	0.7947731	35100	Dompierre-du-Chemin	468	48
35450	-0.17736867	0.7938527	35101	Dourdain	594	43
35130	-0.17723541	0.7887613	35102	Drouges	397	34
35640	-0.1773396	0.78729385	35103	éancé	336	20
35120	-0.18000151	0.8000702	35104	épiniac	1105	46
35500	-0.17481947	0.7918377	35105	Erbrée	1408	40
35620	-0.18090342	0.788335	35106	Ercé-en-Lamée	1145	29
35340	-0.17864367	0.795311	35107	Ercé-prés-Liffré	1122	71
35150	-0.1787112	0.7902591	35108	Essé	816	35
35370	-0.17569597	0.79142207	35109	étrelles	1809	67
35440	-0.17985363	0.7970567	35110	Feins	658	32
35420	-0.17548741	0.7991231	35111	Le Ferré	619	37
35133	-0.17400126	0.7958389	35112	Fleurigné	841	46
35560	-0.17786495	0.79902244	35113	La Fontenelle	528	43
35640	-0.17735341	0.78819007	35114	Forges-la-Forét	275	46
35300	-0.174887	0.7963182	35115	Fougéres	22239	2124
35111	-0.18132558	0.8021429	35116	La Fresnais	1955	135
35290	-0.18739152	0.79510254	35117	Gaél	1406	27
35490	-0.17865282	0.7962071	35118	Gahard	890	36
35370	-0.17522849	0.7898375	35119	Gennes-sur-Seiche	742	40
35850	-0.18197803	0.7954207	35120	Gévezé	2434	88
35140	-0.17826559	0.79523176	35121	Gosné	1195	66
35350	-0.18182664	0.80254936	35122	La Gouesniére	942	108
35580	-0.18352988	0.79187554	35123	Goven	2638	66
35390	-0.18323423	0.78674227	35124	Grand-Fougeray	1995	36
35130	-0.17673664	0.789254	35125	La Guerche-de-Bretagne	4123	358
35580	-0.18308255	0.7911829	35126	Guichen	5891	137
35580	-0.18383603	0.79044956	35127	Guignen	2146	40
35440	-0.18091828	0.7966861	35128	Guipel	1283	51
35480	-0.18401285	0.78869784	35129	Guipry	2578	51
35630	-0.1818618	0.79688746	35130	Hédé	1500	67
35590	-0.18266153	0.7940755	35131	L'Hermitage	3248	495
35120	-0.18076298	0.80202234	35132	Hirel	1166	118
35750	-0.18512185	0.79460627	35133	Iffendic	2675	36
35630	-0.18267778	0.7967642	35134	Les Iffs	218	48
35850	-0.18374449	0.79639715	35135	Irodouér	1286	55
35150	-0.17966191	0.790458	35136	Janzé	4500	109
35133	-0.17519346	0.7957857	35137	Javené	1268	69
35133	-0.17426196	0.7964878	35138	Laignelet	727	49
35890	-0.18207195	0.7912654	35139	Laillé	2973	93
35320	-0.18027167	0.7885001	35140	Lalleu	445	29
35450	-0.17653988	0.79308504	35141	Landavran	330	66
35133	-0.17408626	0.79734504	35142	Landéan	1199	44
35360	-0.18431085	0.79651976	35143	Landujan	640	45
35850	-0.18261153	0.7961531	35144	Langan	806	103
35660	-0.18457058	0.7870281	35145	Langon	1261	35
35630	-0.18223381	0.7960721	35146	Langouet	454	65
35720	-0.18168864	0.79953545	35147	Lanhélin	644	100
35270	-0.18036555	0.79835796	35148	Lanrigan	104	26
35580	-0.18378101	0.791631	35149	Lassy	911	93
35133	-0.17501698	0.7966429	35150	Lécousse	2827	256
35550	-0.18522297	0.789555	35151	Lieuron	505	30
35340	-0.1787635	0.79473996	35152	Liffré	5659	85
35111	-0.1816357	0.80161285	35153	Lillemer	225	60
35450	-0.17706066	0.7943845	35154	Livré-sur-Changeon	1108	42
35550	-0.18440026	0.789676	35155	Lohéac	508	99
35190	-0.18337102	0.7972118	35156	Longaulnay	303	40
35133	-0.17320147	0.7968664	35157	Le Loroux	515	45
35360	-0.18430726	0.79562366	35158	Le Lou-du-Lac	107	34
35270	-0.18055986	0.7992942	35159	Lourmais	274	38
35330	-0.18643466	0.7913102	35160	Loutehel	223	31
35680	-0.17746402	0.7914891	35161	Louvigné-de-Bais	1209	79
35420	-0.17366362	0.79844964	35162	Louvigné-du-Désert	4260	102
35133	-0.1741766	0.7949814	35163	Luitré	1258	43
35560	-0.17929551	0.797833	35164	Marcillé-Raoul	683	30
35240	-0.1782001	0.7898548	35165	Marcillé-Robert	837	41
35220	-0.17716773	0.7929171	35166	Marpiré	657	62
35640	-0.17804362	0.7877373	35167	Martigné-Ferchaud	2920	39
35330	-0.1854184	0.7904925	35168	Maure-de-Bretagne	2552	38
35380	-0.18567911	0.7920411	35169	Maxent	980	25
35450	-0.17643373	0.7945524	35170	Mecé	394	25
35360	-0.18500379	0.7969688	35171	Médréac	1460	42
35270	-0.18162276	0.79892457	35172	Meillac	1380	43
35520	-0.18103284	0.79521924	35173	Melesse	4675	144
35420	-0.1743581	0.7988901	35174	Mellé	706	46
35330	-0.1852283	0.79045135	35175	Mernel	702	40
35480	-0.1836318	0.7886162	35176	Messac	2276	55
35520	-0.18159997	0.79534006	35177	La Méziére	2142	132
35140	-0.1778974	0.79604876	35178	Méziéres-sur-Couesnon	807	33
35540	-0.18219525	0.80083793	35179	Miniac-Morvan	2815	91
35190	-0.18343256	0.79692674	35180	Miniac-sous-Bécherel	516	38
35870	-0.18326221	0.8022626	35181	Le Minihic-sur-Rance	1148	294
35370	-0.174688	0.7915133	35183	Mondevert	458	91
35360	-0.18506305	0.79578763	35184	Montauban-de-Bretagne	3883	90
35210	-0.17484765	0.7936301	35185	Montautour	242	35
35120	-0.1805097	0.80137163	35186	Mont-Dol	1111	42
35160	-0.18480112	0.79334307	35187	Monterfil	915	54
35160	-0.184365	0.79444224	35188	Montfort-sur-Meu	4675	333
35760	-0.18146478	0.7941183	35189	Montgermont	2402	518
35420	-0.17411119	0.79913706	35190	Monthault	293	36
35460	-0.17566487	0.79826593	35191	Montours	810	53
35210	-0.17542876	0.7946428	35192	Montreuil-des-Landes	198	21
35520	-0.18110044	0.79583013	35193	Montreuil-le-Gast	1580	173
35500	-0.17597124	0.7929676	35194	Montreuil-sous-Pérouse	889	57
35440	-0.18035203	0.79656583	35195	Montreuil-sur-Ille	1418	94
35310	-0.18328501	0.7930161	35196	Mordelles	5362	180
35250	-0.17983805	0.7952643	35197	Mouazé	809	96
35680	-0.17802191	0.7907116	35198	Moulins	510	34
35130	-0.1771174	0.7893326	35199	Moussé	137	41
35130	-0.17642868	0.78978604	35200	Moutiers	638	36
35470	-0.1829304	0.78816825	35202	La Noé-Blanche	862	37
35137	-0.18449247	0.7947684	35203	La Nouaye	202	73
35410	-0.17993182	0.79200494	35204	Nouvoitou	2348	124
35560	-0.1795516	0.7984835	35205	Noyal-sous-Bazouges	378	25
35530	-0.1793124	0.793067	35207	Noyal-sur-Vilaine	4089	133
35230	-0.18144155	0.7914299	35208	Orgéres	2537	155
35410	-0.17879301	0.791766	35209	Ossé	705	78
35740	-0.18203264	0.7942394	35210	Pacé	5556	158
35380	-0.18726166	0.79298365	35211	Paimpont	1385	13
35320	-0.18186526	0.7894325	35212	Pancé	794	41
35400	-0.18276565	0.8036477	35213	Paramé	0	0
35210	-0.1751808	0.79488957	35214	Parcé	562	33
35133	-0.17459318	0.79774696	35215	Parigné	1068	52
35850	-0.18260618	0.79525703	35216	Parthenay-de-Bretagne	478	100
35370	-0.17410275	0.79050094	35217	Le Pertre	1326	30
35320	-0.18092297	0.7901275	35218	Le Petit-Fougeray	387	43
35550	-0.18534616	0.78898484	35219	Pipriac	2772	57
35150	-0.17878205	0.79087	35220	Piré-sur-Seiche	1730	48
35470	-0.18275599	0.7899203	35221	Pléchétel	1834	50
35610	-0.17837709	0.80032265	35222	Pleine-Fougéres	1802	56
35380	-0.18637589	0.7924915	35223	Plélan-le-Grand	2566	52
35540	-0.18157054	0.80100197	35224	Plerguer	1853	92
35720	-0.18275201	0.7991673	35225	Plesder	527	48
35720	-0.18262525	0.79884154	35226	Pleugueneuc	1132	46
35137	-0.1836128	0.79517514	35227	Pleumeleuc	1929	99
35730	-0.18382466	0.8023848	35228	Pleurtuit	4428	149
35500	-0.17627868	0.7924354	35229	Pocé-les-Bois	731	48
35420	-0.1752291	0.7984737	35230	Poilley	419	39
35320	-0.18205558	0.7894729	35231	Poligné	618	67
35210	-0.17403163	0.7937608	35232	Princé	346	28
35190	-0.18205568	0.79782397	35233	Québriac	888	43
35290	-0.18600939	0.7968898	35234	Quédillac	1018	38
35130	-0.17679554	0.78896827	35235	Rannée	1109	21
35600	-0.18749034	0.78646636	35236	Redon	9260	614
35660	-0.18609732	0.7873573	35237	Renac	773	30
35000	-0.18132849	0.79289657	35238	Rennes	197536	3920
35240	-0.17850922	0.7893233	35239	Retiers	3306	80
35650	-0.1825943	0.7934645	35240	Le Rheu	5027	266
35780	-0.18338779	0.80258834	35241	La Richardais	1801	574
35133	-0.17583098	0.7965129	35243	Romagné	1591	59
35490	-0.17822435	0.7973095	35244	Romazy	263	37
35850	-0.1833009	0.7957046	35245	Romillé	2439	85
35120	-0.18138278	0.8009617	35246	Roz-Landrieux	939	52
35610	-0.17857206	0.8012584	35247	Roz-sur-Couesnon	921	36
35610	-0.17850478	0.8006478	35248	Sains	569	56
35390	-0.1841277	0.78723145	35249	Sainte-Anne-sur-Vilaine	737	26
35230	-0.18043175	0.79151416	35250	Saint-Armel	1290	166
35250	-0.17977777	0.7955497	35251	Saint-Aubin-d'Aubigné	2170	92
35500	-0.17690684	0.7922672	35252	Saint-Aubin-des-Landes	723	70
35140	-0.17744976	0.7953593	35253	Saint-Aubin-du-Cormier	2040	74
35410	-0.17898282	0.79180574	35254	Saint-Aubin-du-Pavail	497	85
35114	-0.1812643	0.80242836	35255	Saint-Benoét-des-Ondes	775	265
35800	-0.18438749	0.80340356	35256	Saint-Briac-sur-Mer	1825	226
35460	-0.17659655	0.79756546	35257	Saint-Brice-en-Coglés	2484	151
35630	-0.18242784	0.79700875	35258	Saint-Brieuc-des-Iffs	288	35
35120	-0.17913514	0.8013775	35259	Saint-Broladre	992	42
35210	-0.17586605	0.7944351	35260	Saint-Christophe-des-Bois	467	50
35140	-0.17771827	0.79690534	35261	Saint-Christophe-de-Valains	106	32
35134	-0.17939003	0.78891116	35262	Sainte-Colombe	262	35
35350	-0.18158092	0.8036902	35263	Saint-Coulomb	1938	107
35220	-0.17766565	0.7924247	35264	Saint-Didier	1055	75
35190	-0.18237129	0.79819024	35265	Saint-Domineuc	1339	85
35230	-0.1811912	0.79167473	35266	Saint-Erblon	1708	156
35460	-0.17621945	0.7974871	35267	Saint-étienne-en-Coglés	1461	65
35550	-0.18482967	0.7876802	35268	Saint-Ganton	381	27
35140	-0.17612636	0.7950846	35269	Saint-Georges-de-Chesné	396	34
35610	-0.17806895	0.80085415	35270	Saint-Georges-de-Gréhaigne	386	32
35370	-0.17568196	0.79052585	35272	Saint-Germain-du-Pinel	629	56
35133	-0.17527655	0.797292	35273	Saint-Germain-en-Coglés	1794	56
35250	-0.18053363	0.7957097	35274	Saint-Germain-sur-Ille	693	178
35590	-0.18278968	0.7944014	35275	Saint-Gilles	3059	148
35630	-0.18236151	0.79639786	35276	Saint-Gondran	378	86
35750	-0.18556224	0.7944037	35277	Saint-Gonlay	280	30
35760	-0.18108614	0.7940378	35278	Saint-Grégoire	5809	335
35430	-0.18176195	0.8019384	35279	Saint-Guinoux	736	116
35140	-0.176586	0.79666936	35280	Saint-Hilaire-des-Landes	893	49
35136	-0.18176836	0.7926919	35281	Saint-Jacques-de-la-Lande	6189	523
35140	-0.17701231	0.79556626	35282	Saint-Jean-sur-Couesnon	729	40
35220	-0.17760623	0.79271036	35283	Saint-Jean-sur-Vilaine	675	63
35430	-0.18263803	0.8024258	35284	Saint-Jouan-des-Guérets	2221	240
35550	-0.18572159	0.78817093	35285	Saint-Just	997	36
35270	-0.1798004	0.79823804	35286	Saint-Léger-des-Prés	231	42
35800	-0.18420027	0.80336255	35287	Saint-Lunaire	2163	211
35400	-0.18301469	0.80340314	35288	Saint-Malo	48057	1314
35480	-0.18325838	0.7894311	35289	Saint-Malo-de-Phily	671	36
35120	-0.17894745	0.8013377	35291	Saint-Marcan	401	52
35460	-0.17709261	0.7970728	35292	Saint-Marc-le-Blanc	1108	63
35140	-0.17695293	0.7958518	35293	Saint-Marc-sur-Couesnon	402	33
35600	-0.18634994	0.7871135	35294	Sainte-Marie	1692	67
35750	-0.18568939	0.79472977	35295	Saint-Maugan	384	46
35250	-0.18047309	0.7959951	35296	Saint-Médard-sur-Ille	1040	57
35290	-0.18682565	0.79587424	35297	Saint-Méen-le-Grand	3729	205
35220	-0.17779583	0.7927499	35298	Saint-Melaine	0	0
35350	-0.18170378	0.8031197	35299	Saint-Méloir-des-Ondes	2588	88
35500	-0.17452726	0.7932667	35300	Saint-M'hervé	1144	39
35360	-0.18493909	0.79635763	35301	Saint-M'Hervon	240	98
35290	-0.18651024	0.79550636	35302	Saint-Onen-la-Chapelle	713	29
35140	-0.17740043	0.7965411	35304	Saint-Ouen-des-Alleux	797	52
35380	-0.18562093	0.79322237	35305	Saint-Péran	169	18
35430	-0.18213709	0.8020192	35306	Saint-Pére	1516	77
35190	-0.18399857	0.79704916	35307	Saint-Pern	710	59
35720	-0.18262902	0.7997377	35308	Saint-Pierre-de-Plesguen	2075	70
35560	-0.17897867	0.7974681	35309	Saint-Rémy-du-Plein	590	40
35133	-0.1762677	0.79630554	35310	Saint-Sauveur-des-Landes	1058	56
35330	-0.18579388	0.7896786	35311	Saint-Séglin	409	44
35580	-0.18313645	0.79000145	35312	Saint-Senoux	927	51
35400	-0.18307659	0.80311793	35313	Saint-Servan-sur-Mer	0	0
35430	-0.18276137	0.8018556	35314	Saint-Suliac	802	147
35250	-0.17970921	0.7949389	35315	Saint-Sulpice-la-Forét	1064	158
35630	-0.18230034	0.79668313	35317	Saint-Symphorien	0	0
35190	-0.18324791	0.79778224	35318	Saint-Thual	391	34
35310	-0.18435575	0.7926498	35319	Saint-Thurial	1273	71
35360	-0.18499798	0.79517645	35320	Saint-Uniac	344	50
35320	-0.18079299	0.7898019	35321	Saulniéres	558	54
35460	-0.17628933	0.79809755	35323	La Selle-en-Coglés	461	56
35133	-0.17430721	0.79530585	35324	La Selle-en-Luitré	385	53
35130	-0.17591645	0.78938305	35325	La Selle-Guerchaise	121	57
35490	-0.17891029	0.7968575	35326	Sens-de-Bretagne	1393	45
35530	-0.17855418	0.7929081	35327	Servon-sur-Vilaine	2494	163
